BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
606035,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606036,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606037,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606038,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606039,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606040,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606041,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606042,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606043,MAESTRO,DEBIT,,"TURKIYE FINANS KATILIM BANKASI , A.S.",,,TR,TUR,TURKEY
606044,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606045,"CHINA UNION PAY",DEBIT,"SHINHAN CARD - CHECK","SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606046,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606047,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606048,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606049,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606050,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606051,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606052,"CHINA UNION PAY",DEBIT,"NH CARD","NONGHYUP BANK",+8216444000,https://banking.nonghyup.com,KR,KOR,"KOREA, REPUBLIC OF"
606053,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606054,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606055,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606056,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606057,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606058,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606059,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606060,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606061,MAESTRO,DEBIT,PERSONAL,,,,US,USA,"UNITED STATES"
606062,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606063,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606064,MAESTRO,DEBIT,,"SHINHAN CARD",+8215778380,https://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606065,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606066,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606067,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606068,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606069,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606070,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606071,SODEXO,DEBIT,,"SODEXO PASS DO BRASIL",,,BR,BRA,BRAZIL
606072,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606073,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606074,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606075,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606076,MAESTRO,DEBIT,STANDARD,,,,CO,COL,COLOMBIA
606077,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606078,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606079,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606080,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606081,MAESTRO,DEBIT,PERSONAL,,,,US,USA,"UNITED STATES"
606082,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606083,MAESTRO,DEBIT,PERSONAL,"U.S. BANK, N.A.",+18008722657,https://www.usbank.com,US,USA,"UNITED STATES"
606084,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606085,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606086,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606087,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606088,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606089,CIRRUS,DEBIT,,,,,US,USA,"UNITED STATES"
606090,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606091,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606092,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606093,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606094,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606095,MAESTRO,DEBIT,,"SHINHAN CARD",+8215778380,https://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606096,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606097,MAESTRO,DEBIT,STANDARD,"PAN AFRICAN BUILDING SOCIETY",,,ZM,ZMB,ZAMBIA
606098,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606099,MAESTRO,DEBIT,,"SHINHAN CARD CO., LTD.",-11749,http://www.shinhan.com,KR,KOR,"KOREA, REPUBLIC OF"
606100,RUPAY,DEBIT,,,,,IN,IND,INDIA
606101,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606102,RUPAY,DEBIT,,,,,IN,IND,INDIA
606103,RUPAY,DEBIT,,,,,IN,IND,INDIA
606104,RUPAY,DEBIT,,,,,IN,IND,INDIA
606105,RUPAY,DEBIT,,,,,IN,IND,INDIA
606106,CIRRUS,DEBIT,,,,,US,USA,"UNITED STATES"
606107,RUPAY,DEBIT,,,,,IN,IND,INDIA
606108,RUPAY,DEBIT,,,,,IN,IND,INDIA
606109,RUPAY,DEBIT,,,,,IN,IND,INDIA
606110,RUPAY,DEBIT,,,,,IN,IND,INDIA
606111,RUPAY,DEBIT,,,,,IN,IND,INDIA
606112,RUPAY,DEBIT,,,,,IN,IND,INDIA
606113,RUPAY,DEBIT,,,,,IN,IND,INDIA
606114,MAESTRO,DEBIT,,,,,NZ,NZL,"NEW ZEALAND"
606115,RUPAY,DEBIT,,,,,IN,IND,INDIA
606116,RUPAY,DEBIT,,,,,IN,IND,INDIA
606117,RUPAY,DEBIT,,,,,IN,IND,INDIA
606118,RUPAY,DEBIT,,,,,IN,IND,INDIA
606119,RUPAY,DEBIT,,,,,IN,IND,INDIA
606120,RUPAY,DEBIT,,,,,IN,IND,INDIA
606121,RUPAY,DEBIT,,,,,IN,IND,INDIA
606122,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606123,RUPAY,DEBIT,,,,,IN,IND,INDIA
606124,MAESTRO,DEBIT,STANDARD,"STARBUCKS CARD",,https://www.starbucks.com,CA,CAN,CANADA
606125,MAESTRO,DEBIT,,,,,CO,COL,COLOMBIA
606126,MAESTRO,DEBIT,PREPAID,"BUENOS AIRES SUBE CARD",,,AR,ARG,ARGENTINA
606127,RUPAY,DEBIT,,,,,IN,IND,INDIA
606128,RUPAY,DEBIT,,,,,IN,IND,INDIA
606129,RUPAY,DEBIT,,,,,IN,IND,INDIA
606130,RUPAY,DEBIT,,,,,IN,IND,INDIA
606131,RUPAY,DEBIT,,,,,IN,IND,INDIA
606132,RUPAY,DEBIT,,,,,IN,IND,INDIA
606133,RUPAY,DEBIT,,,,,IN,IND,INDIA
606134,RUPAY,DEBIT,,,,,IN,IND,INDIA
606135,RUPAY,DEBIT,,,,,IN,IND,INDIA
606136,RUPAY,DEBIT,,,,,IN,IND,INDIA
606137,RUPAY,DEBIT,,,,,IN,IND,INDIA
606138,RUPAY,DEBIT,,,,,IN,IND,INDIA
606139,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606140,RUPAY,DEBIT,,,,,IN,IND,INDIA
606141,RUPAY,DEBIT,,,,,IN,IND,INDIA
606142,RUPAY,DEBIT,,,,,IN,IND,INDIA
606143,RUPAY,DEBIT,,,,,IN,IND,INDIA
606144,MAESTRO,DEBIT,,,,,DE,DEU,GERMANY
606145,MAESTRO,DEBIT,CLASSIC,"ACCESS BANK PLC",,http://www.accessbankplc.com,ZA,ZAF,"SOUTH AFRICA"
606146,RUPAY,DEBIT,,,,,IN,IND,INDIA
606147,RUPAY,DEBIT,,,,,IN,IND,INDIA
606148,RUPAY,DEBIT,,,,,IN,IND,INDIA
606149,RUPAY,DEBIT,,,,,IN,IND,INDIA
606150,RUPAY,DEBIT,,,,,IN,IND,INDIA
606151,RUPAY,DEBIT,,,,,IN,IND,INDIA
606152,RUPAY,DEBIT,,,,,IN,IND,INDIA
606153,RUPAY,DEBIT,,,,,IN,IND,INDIA
606154,RUPAY,DEBIT,,,,,IN,IND,INDIA
606155,RUPAY,DEBIT,,,,,IN,IND,INDIA
606156,RUPAY,DEBIT,,,,,IN,IND,INDIA
606157,RUPAY,DEBIT,,,,,IN,IND,INDIA
606158,RUPAY,DEBIT,,,,,IN,IND,INDIA
606159,RUPAY,DEBIT,,,,,IN,IND,INDIA
606160,RUPAY,DEBIT,,,,,IN,IND,INDIA
606161,RUPAY,DEBIT,,,,,IN,IND,INDIA
606162,RUPAY,DEBIT,,,,,IN,IND,INDIA
606163,MAESTRO,DEBIT,PERSONAL,,,,US,USA,"UNITED STATES"
606164,RUPAY,DEBIT,,,,,IN,IND,INDIA
606165,RUPAY,DEBIT,,,,,IN,IND,INDIA
606166,MAESTRO,DEBIT,,,,,UY,URY,URUGUAY
606167,RUPAY,DEBIT,,,,,IN,IND,INDIA
606168,RUPAY,DEBIT,,,,,IN,IND,INDIA
606169,RUPAY,DEBIT,,,,,IN,IND,INDIA
606170,RUPAY,DEBIT,,,,,IN,IND,INDIA
606171,RUPAY,DEBIT,,,,,IN,IND,INDIA
606172,MAESTRO,DEBIT,,"CLUB SOBEYS",+17809891601,https://www.clubsobeys.com,CA,CAN,CANADA
606173,RUPAY,DEBIT,,,,,IN,IND,INDIA
606174,RUPAY,DEBIT,,,,,IN,IND,INDIA
606175,RUPAY,DEBIT,,,,,IN,IND,INDIA
606176,RUPAY,DEBIT,,,,,IN,IND,INDIA
606177,RUPAY,DEBIT,,,,,IN,IND,INDIA
606178,RUPAY,DEBIT,,,,,IN,IND,INDIA
606179,MAESTRO,DEBIT,,,,,AU,AUS,AUSTRALIA
606180,RUPAY,DEBIT,,,,,IN,IND,INDIA
606181,RUPAY,DEBIT,,,,,IN,IND,INDIA
606182,RUPAY,DEBIT,,,,,IN,IND,INDIA
606183,RUPAY,DEBIT,,,,,IN,IND,INDIA
606184,RUPAY,DEBIT,,,,,IN,IND,INDIA
606185,RUPAY,DEBIT,,,,,IN,IND,INDIA
606186,RUPAY,DEBIT,,,,,IN,IND,INDIA
606187,RUPAY,DEBIT,,,,,IN,IND,INDIA
606188,RUPAY,DEBIT,,,,,IN,IND,INDIA
606189,RUPAY,DEBIT,,,,,IN,IND,INDIA
606190,RUPAY,DEBIT,,,,,IN,IND,INDIA
606191,RUPAY,DEBIT,,,,,IN,IND,INDIA
606192,RUPAY,DEBIT,,,,,IN,IND,INDIA
606193,RUPAY,DEBIT,,,,,IN,IND,INDIA
606194,RUPAY,DEBIT,,,,,IN,IND,INDIA
606195,RUPAY,DEBIT,,,,,IN,IND,INDIA
606196,RUPAY,DEBIT,,,,,IN,IND,INDIA
606197,RUPAY,DEBIT,,,,,IN,IND,INDIA
606198,RUPAY,DEBIT,,,,,IN,IND,INDIA
606199,RUPAY,DEBIT,,,,,IN,IND,INDIA
606200,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606201,RUPAY,DEBIT,,,,,IN,IND,INDIA
606202,RUPAY,DEBIT,,,,,IN,IND,INDIA
606203,RUPAY,DEBIT,,,,,IN,IND,INDIA
606204,RUPAY,DEBIT,,,,,IN,IND,INDIA
606205,RUPAY,DEBIT,,,,,IN,IND,INDIA
606206,RUPAY,DEBIT,,,,,IN,IND,INDIA
606207,RUPAY,DEBIT,,,,,IN,IND,INDIA
606208,RUPAY,DEBIT,,,,,IN,IND,INDIA
606209,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606210,RUPAY,DEBIT,,,,,IN,IND,INDIA
606211,RUPAY,DEBIT,,,,,IN,IND,INDIA
606212,RUPAY,DEBIT,,,,,IN,IND,INDIA
606213,RUPAY,DEBIT,,,,,IN,IND,INDIA
606214,RUPAY,DEBIT,,,,,IN,IND,INDIA
606215,RUPAY,DEBIT,,,,,IN,IND,INDIA
606216,RUPAY,DEBIT,,,,,IN,IND,INDIA
606217,RUPAY,DEBIT,,,,,IN,IND,INDIA
606218,RUPAY,DEBIT,,,,,IN,IND,INDIA
606219,RUPAY,DEBIT,,,,,IN,IND,INDIA
606220,RUPAY,DEBIT,,,,,IN,IND,INDIA
606221,RUPAY,DEBIT,,,,,IN,IND,INDIA
606222,RUPAY,DEBIT,,,,,IN,IND,INDIA
606223,RUPAY,DEBIT,,,,,IN,IND,INDIA
606224,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606225,RUPAY,DEBIT,,,,,IN,IND,INDIA
606226,RUPAY,DEBIT,,,,,IN,IND,INDIA
606227,RUPAY,DEBIT,,,,,IN,IND,INDIA
606228,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606229,RUPAY,DEBIT,,,,,IN,IND,INDIA
606230,RUPAY,DEBIT,,,,,IN,IND,INDIA
606231,RUPAY,DEBIT,,,,,IN,IND,INDIA
606232,RUPAY,DEBIT,,,,,IN,IND,INDIA
606233,MAESTRO,DEBIT,,,,,ZA,ZAF,"SOUTH AFRICA"
606234,RUPAY,DEBIT,,,,,IN,IND,INDIA
606235,RUPAY,DEBIT,,,,,IN,IND,INDIA
606236,MAESTRO,DEBIT,STANDARD,"ASDA SUPERMARKET",,,GB,GBR,"UNITED KINGDOM"
606237,RUPAY,DEBIT,,,,,IN,IND,INDIA
606238,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606239,RUPAY,DEBIT,,,,,IN,IND,INDIA
606240,RUPAY,DEBIT,,,,,IN,IND,INDIA
606241,RUPAY,DEBIT,,,,,IN,IND,INDIA
606242,RUPAY,DEBIT,,,,,IN,IND,INDIA
606243,RUPAY,DEBIT,,,,,IN,IND,INDIA
606244,RUPAY,DEBIT,,,,,IN,IND,INDIA
606245,RUPAY,DEBIT,,,,,IN,IND,INDIA
606246,RUPAY,DEBIT,,,,,IN,IND,INDIA
606247,RUPAY,DEBIT,,,,,IN,IND,INDIA
606248,RUPAY,DEBIT,,,,,IN,IND,INDIA
606249,RUPAY,DEBIT,,,,,IN,IND,INDIA
606250,RUPAY,DEBIT,,,,,IN,IND,INDIA
606251,RUPAY,DEBIT,,,,,IN,IND,INDIA
606252,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606253,RUPAY,DEBIT,,,,,IN,IND,INDIA
606254,RUPAY,DEBIT,,,,,IN,IND,INDIA
606255,RUPAY,DEBIT,,,,,IN,IND,INDIA
606256,RUPAY,DEBIT,,,,,IN,IND,INDIA
606257,MAESTRO,DEBIT,PERSONAL,,,,US,USA,"UNITED STATES"
606258,RUPAY,DEBIT,,,,,IN,IND,INDIA
606259,RUPAY,DEBIT,,,,,IN,IND,INDIA
606260,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606261,RUPAY,DEBIT,,,,,IN,IND,INDIA
606262,RUPAY,DEBIT,,,,,IN,IND,INDIA
606263,MAESTRO,DEBIT,,"MONEYTECH, INC.",,,BR,BRA,BRAZIL
606264,RUPAY,DEBIT,,,,,IN,IND,INDIA
606265,RUPAY,DEBIT,,,,,IN,IND,INDIA
606266,RUPAY,DEBIT,,,,,IN,IND,INDIA
606267,RUPAY,DEBIT,,,,,IN,IND,INDIA
606268,RUPAY,DEBIT,,,,,IN,IND,INDIA
606269,MAESTRO,DEBIT,,"FIRST INVESTMENT BANK, LTD.",,http://www.fibank.bg,BG,BGR,BULGARIA
606270,RUPAY,DEBIT,,,,,IN,IND,INDIA
606271,RUPAY,DEBIT,,,,,IN,IND,INDIA
606272,RUPAY,DEBIT,,,,,IN,IND,INDIA
606273,RUPAY,DEBIT,,,,,IN,IND,INDIA
606274,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606275,RUPAY,DEBIT,,,,,IN,IND,INDIA
606276,RUPAY,DEBIT,,,,,IN,IND,INDIA
606277,RUPAY,DEBIT,,,,,IN,IND,INDIA
606278,RUPAY,DEBIT,,,,,IN,IND,INDIA
606279,RUPAY,DEBIT,,,,,IN,IND,INDIA
606280,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606281,RUPAY,DEBIT,,,,,IN,IND,INDIA
606282,HIPERCARD,DEBIT,,"ITAU UNIBANCO, S.A.",+558007280728,https://www.itau.com.br,BR,BRA,BRAZIL
606283,RUPAY,DEBIT,,,,,IN,IND,INDIA
606284,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606285,MAESTRO,DEBIT,,,,,ES,ESP,SPAIN
606286,RUPAY,DEBIT,,,,,IN,IND,INDIA
606287,EBT,DEBIT,,"U.S. BANK, N.A.",+18008722657,https://www.usbank.com,US,USA,"UNITED STATES"
606288,RUPAY,DEBIT,,,,,IN,IND,INDIA
606289,RUPAY,DEBIT,,,,,IN,IND,INDIA
606290,RUPAY,DEBIT,,,,,IN,IND,INDIA
606291,RUPAY,DEBIT,,,,,IN,IND,INDIA
606292,RUPAY,DEBIT,,,,,IN,IND,INDIA
606293,RUPAY,DEBIT,,,,,IN,IND,INDIA
606294,RUPAY,DEBIT,,,,,IN,IND,INDIA
606295,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606296,RUPAY,DEBIT,,,,,IN,IND,INDIA
606297,RUPAY,DEBIT,,,,,IN,IND,INDIA
606298,RUPAY,DEBIT,,,,,IN,IND,INDIA
606299,MAESTRO,DEBIT,PERSONAL,,,,US,USA,"UNITED STATES"
606300,RUPAY,DEBIT,,,,,IN,IND,INDIA
606301,RUPAY,DEBIT,,,,,IN,IND,INDIA
606302,RUPAY,DEBIT,,,,,IN,IND,INDIA
606303,RUPAY,DEBIT,,,,,IN,IND,INDIA
606304,RUPAY,DEBIT,,,,,IN,IND,INDIA
606305,MAESTRO,DEBIT,PERSONAL,,,,US,USA,"UNITED STATES"
606306,RUPAY,DEBIT,,,,,IN,IND,INDIA
606307,RUPAY,DEBIT,,,,,IN,IND,INDIA
606308,RUPAY,DEBIT,,,,,IN,IND,INDIA
606309,RUPAY,DEBIT,,,,,IN,IND,INDIA
606310,RUPAY,DEBIT,,,,,IN,IND,INDIA
606311,RUPAY,DEBIT,,,,,IN,IND,INDIA
606312,RUPAY,DEBIT,,,,,IN,IND,INDIA
606313,RUPAY,DEBIT,,,,,IN,IND,INDIA
606314,RUPAY,DEBIT,,,,,IN,IND,INDIA
606315,RUPAY,DEBIT,,,,,IN,IND,INDIA
606316,RUPAY,DEBIT,,,,,IN,IND,INDIA
606317,RUPAY,DEBIT,,,,,IN,IND,INDIA
606318,RUPAY,DEBIT,,,,,IN,IND,INDIA
606319,RUPAY,DEBIT,,,,,IN,IND,INDIA
606320,RUPAY,DEBIT,,,,,IN,IND,INDIA
606321,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606322,RUPAY,DEBIT,,,,,IN,IND,INDIA
606323,RUPAY,DEBIT,,,,,IN,IND,INDIA
606324,RUPAY,DEBIT,,,,,IN,IND,INDIA
606325,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606326,RUPAY,DEBIT,,,,,IN,IND,INDIA
606327,RUPAY,DEBIT,,,,,IN,IND,INDIA
606328,RUPAY,DEBIT,,,,,IN,IND,INDIA
606329,MAESTRO,DEBIT,,"TURK EKONOMI BANKASI, A.S.",,http://www.teb.com.tr,TR,TUR,TURKEY
606330,RUPAY,DEBIT,,,,,IN,IND,INDIA
606331,RUPAY,DEBIT,,,,,IN,IND,INDIA
606332,RUPAY,DEBIT,,,,,IN,IND,INDIA
606333,CARNET,DEBIT,PREPAID,"PRESTACIONES UNIVERSALES",,,MX,MEX,MEXICO
606334,RUPAY,DEBIT,,,,,IN,IND,INDIA
606335,EBT,DEBIT,,"U.S. BANK, N.A.",+18008722657,https://www.usbank.com,US,USA,"UNITED STATES"
606336,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606337,MAESTRO,DEBIT,,,,,ES,ESP,SPAIN
606338,RUPAY,DEBIT,,,,,IN,IND,INDIA
606339,MAESTRO,DEBIT,STANDARD,"ASDA SUPERMARKET",,,GB,GBR,"UNITED KINGDOM"
606340,RUPAY,DEBIT,,,,,IN,IND,INDIA
606341,RUPAY,DEBIT,,,,,IN,IND,INDIA
606342,RUPAY,DEBIT,,,,,IN,IND,INDIA
606343,RUPAY,DEBIT,,,,,IN,IND,INDIA
606344,RUPAY,DEBIT,,,,,IN,IND,INDIA
606345,RUPAY,DEBIT,,,,,IN,IND,INDIA
606346,RUPAY,DEBIT,,,,,IN,IND,INDIA
606347,RUPAY,DEBIT,,,,,IN,IND,INDIA
606348,CIRRUS,DEBIT,,,,,US,USA,"UNITED STATES"
606349,MAESTRO,DEBIT,,,,,NZ,NZL,"NEW ZEALAND"
606350,RUPAY,DEBIT,,,,,IN,IND,INDIA
606351,RUPAY,DEBIT,,,,,IN,IND,INDIA
606352,RUPAY,DEBIT,,,,,IN,IND,INDIA
606353,RUPAY,DEBIT,,,,,IN,IND,INDIA
606354,RUPAY,DEBIT,,,,,IN,IND,INDIA
606355,RUPAY,DEBIT,,,,,IN,IND,INDIA
606356,RUPAY,DEBIT,,,,,IN,IND,INDIA
606357,CIRRUS,DEBIT,,,,,US,USA,"UNITED STATES"
606358,RUPAY,DEBIT,,,,,IN,IND,INDIA
606359,RUPAY,DEBIT,,,,,IN,IND,INDIA
606360,RUPAY,DEBIT,,,,,IN,IND,INDIA
606361,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606362,RUPAY,DEBIT,,,,,IN,IND,INDIA
606363,RUPAY,DEBIT,,,,,IN,IND,INDIA
606364,EBT,DEBIT,,"U.S. BANK, N.A.",+18008722657,https://www.usbank.com,US,USA,"UNITED STATES"
606365,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606366,RUPAY,DEBIT,,,,,IN,IND,INDIA
606367,RUPAY,DEBIT,,,,,IN,IND,INDIA
606368,RUPAY,DEBIT,,,,,IN,IND,INDIA
606369,RUPAY,DEBIT,,,,,IN,IND,INDIA
606370,EBT,DEBIT,,"KENTUCKY EBT",,,US,USA,"UNITED STATES"
606371,RUPAY,DEBIT,,,,,IN,IND,INDIA
606372,MAESTRO,DEBIT,PERSONAL,,,,US,USA,"UNITED STATES"
606373,RUPAY,DEBIT,,,,,IN,IND,INDIA
606374,MAESTRO,DEBIT,,,,,CO,COL,COLOMBIA
606375,RUPAY,DEBIT,,,,,IN,IND,INDIA
606376,RUPAY,DEBIT,,,,,IN,IND,INDIA
606377,RUPAY,DEBIT,,,,,IN,IND,INDIA
606378,RUPAY,DEBIT,,,,,IN,IND,INDIA
606379,EBT,DEBIT,,,,,US,USA,"UNITED STATES"
606380,RUPAY,DEBIT,,,,,IN,IND,INDIA
606381,RUPAY,DEBIT,,,,,IN,IND,INDIA
606382,RUPAY,DEBIT,,,,,IN,IND,INDIA
606383,RUPAY,DEBIT,,,,,IN,IND,INDIA
606384,EBT,DEBIT,STANDARD,"WELLS FARGO BANK, N.A.",+18006424720,https://www.wellsfargo.com,US,USA,"UNITED STATES"
606385,MAESTRO,DEBIT,,,,,BR,BRA,BRAZIL
606386,MAESTRO,DEBIT,Q-CASH,"FIRST SECURITY ISLAMIC BANK, LTD.",,,BD,BGD,BANGLADESH
