BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
369308,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369309,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369310,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369311,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,PK,PAK,PAKISTAN
369312,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369313,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369314,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369315,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369316,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369317,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369318,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369319,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369320,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369321,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369322,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369323,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369324,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369325,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369326,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369327,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369328,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369329,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369330,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369331,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369332,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369333,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,PK,PAK,PAKISTAN
369334,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369335,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369336,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369337,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369338,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369339,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,BR,BRA,BRAZIL
369340,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369341,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369342,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369343,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369344,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369345,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369346,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369347,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369348,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369349,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369350,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369351,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369352,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369353,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369354,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,PL,POL,POLAND
369355,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369356,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369357,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369358,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369359,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369360,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369361,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369362,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369363,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369364,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,BR,BRA,BRAZIL
369365,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369366,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369367,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369368,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369369,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,KW,KWT,KUWAIT
369370,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369371,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369372,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369373,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369374,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,PL,POL,POLAND
369375,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369376,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369377,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369378,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369379,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369380,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369381,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369382,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369383,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369384,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369385,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369386,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369387,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369388,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369389,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369390,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369391,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369392,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369393,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369394,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369395,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369396,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369397,"DINERS CLUB INTERNATIONAL",CREDIT,STANDARD,,,,CN,CHN,CHINA
369398,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369399,"DINERS CLUB INTERNATIONAL",CREDIT,,,,,US,USA,"UNITED STATES"
369400,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369401,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369402,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369403,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369404,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369405,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369406,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369407,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369408,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369409,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369410,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369411,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369412,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369413,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369414,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369415,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369416,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369417,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369418,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369419,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369420,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369421,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369422,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369423,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369424,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369425,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369426,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369427,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369428,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369429,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369430,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369431,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369432,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369433,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369434,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369435,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369436,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369437,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369438,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369439,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369440,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369441,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369442,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369443,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369444,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369445,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369446,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369447,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369448,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369449,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369450,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369451,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369452,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369453,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369454,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369455,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369456,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369457,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369458,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369459,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369460,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
369461,"DINERS CLUB INTERNATIONAL",CREDIT,PERSONAL,"DC JAPAN",,,JP,JPN,JAPAN
